2009-10-10,Montreal Canadiens,2,Edmonton Oilers,3,,
2009-10-10,New Jersey Devils,3,Florida Panthers,2,,
2009-10-10,Buffalo Sabres,1,Nashville Predators,0,,
2009-10-10,Atlanta Thrashers,2,Ottawa Senators,4,,
2009-10-10,Anaheim Ducks,3,Philadelphia Flyers,2,SO,
2009-10-10,Columbus Blue Jackets,2,Phoenix Coyotes,0,,
2009-10-10,Minnesota Wild,2,San Jose Sharks,4,,
2009-10-10,Los Angeles Kings,2,St. Louis Blues,1,,
2009-10-10,Carolina Hurricanes,2,Tampa Bay Lightning,5,,
2009-10-10,Pittsburgh Penguins,5,Toronto Maple Leafs,2,,
2009-10-11,Anaheim Ducks,0,New York Rangers,3,,
2009-10-11,Dallas Stars,3,Vancouver Canucks,4,SO,
2009-10-12,Colorado Avalanche,4,Boston Bruins,3,,
2009-10-12,Calgary Flames,5,Chicago Blackhawks,6,OT,
2009-10-12,Edmonton Oilers,6,Nashville Predators,1,,
2009-10-12,Los Angeles Kings,2,New York Islanders,1,,
2009-10-12,Toronto Maple Leafs,2,New York Rangers,7,,
2009-10-12,Pittsburgh Penguins,4,Ottawa Senators,1,,
2009-10-12,Phoenix Coyotes,1,San Jose Sharks,0,SO,
2009-10-12,Florida Panthers,2,Tampa Bay Lightning,3,,
2009-10-12,New Jersey Devils,3,Washington Capitals,2,SO,
2009-10-13,Detroit Red Wings,2,Buffalo Sabres,6,,
2009-10-13,Calgary Flames,1,Columbus Blue Jackets,2,,
2009-10-13,Colorado Avalanche,4,Toronto Maple Leafs,1,,
2009-10-14,Minnesota Wild,2,Anaheim Ducks,3,,
2009-10-14,Pittsburgh Penguins,3,Carolina Hurricanes,2,SO,
2009-10-14,Edmonton Oilers,3,Chicago Blackhawks,4,,
2009-10-14,Nashville Predators,0,Dallas Stars,6,,
2009-10-14,Los Angeles Kings,2,New York Rangers,4,,
2009-10-15,Los Angeles Kings,2,Detroit Red Wings,5,,
2009-10-15,Colorado Avalanche,3,Montreal Canadiens,2,,
2009-10-15,Chicago Blackhawks,3,Nashville Predators,1,,
2009-10-15,Tampa Bay Lightning,1,Ottawa Senators,7,,
2009-10-15,St. Louis Blues,2,Phoenix Coyotes,3,OT,
2009-10-15,San Jose Sharks,1,Washington Capitals,4,,
2009-10-16,New York Islanders,3,Buffalo Sabres,6,,
2009-10-16,Vancouver Canucks,3,Calgary Flames,5,,
2009-10-16,Boston Bruins,3,Dallas Stars,0,,
2009-10-16,Minnesota Wild,2,Edmonton Oilers,5,,
2009-10-16,Philadelphia Flyers,2,Florida Panthers,4,,
2009-10-16,Atlanta Thrashers,4,New Jersey Devils,2,,
2009-10-17,St. Louis Blues,5,Anaheim Ducks,0,,
2009-10-17,Atlanta Thrashers,4,Buffalo Sabres,2,,
2009-10-17,Los Angeles Kings,1,Columbus Blue Jackets,4,,
2009-10-17,Dallas Stars,4,Chicago Blackhawks,3,,
2009-10-17,Colorado Avalanche,4,Detroit Red Wings,3,SO,
2009-10-17,Ottawa Senators,3,Montreal Canadiens,1,,
2009-10-17,Carolina Hurricanes,0,New Jersey Devils,2,,
2009-10-17,San Jose Sharks,4,New York Islanders,1,,
2009-10-17,Boston Bruins,1,Phoenix Coyotes,4,,
2009-10-17,Tampa Bay Lightning,1,Pittsburgh Penguins,4,,
2009-10-17,New York Rangers,4,Toronto Maple Leafs,1,,
2009-10-17,Minnesota Wild,1,Vancouver Canucks,2,,
2009-10-17,Nashville Predators,2,Washington Capitals,3,SO,
2009-10-19,Los Angeles Kings,4,Dallas Stars,1,,
2009-10-19,Vancouver Canucks,1,Edmonton Oilers,2,,
2009-10-19,San Jose Sharks,7,New York Rangers,3,,
2009-10-20,Columbus Blue Jackets,3,Calgary Flames,6,,
2009-10-20,Atlanta Thrashers,1,Montreal Canadiens,2,SO,
2009-10-20,St. Louis Blues,1,Pittsburgh Penguins,5,,
2009-10-21,Dallas Stars,4,Anaheim Ducks,2,,
2009-10-21,Nashville Predators,2,Boston Bruins,3,,
2009-10-21,Vancouver Canucks,3,Chicago Blackhawks,2,,
2009-10-21,Buffalo Sabres,5,Florida Panthers,2,,
2009-10-21,Colorado Avalanche,2,Minnesota Wild,3,SO,
2009-10-21,Carolina Hurricanes,3,New York Islanders,4,SO,
2009-10-22,Washington Capitals,5,Atlanta Thrashers,4,,
2009-10-22,Columbus Blue Jackets,4,Edmonton Oilers,6,,
2009-10-22,Dallas Stars,4,Los Angeles Kings,5,OT,
2009-10-22,New York Islanders,1,Montreal Canadiens,5,,
2009-10-22,New Jersey Devils,4,New York Rangers,2,,
2009-10-22,Nashville Predators,6,Ottawa Senators,5,OT,
2009-10-22,Boston Bruins,3,Philadelphia Flyers,4,SO,
2009-10-22,Detroit Red Wings,2,Phoenix Coyotes,3,OT,
2009-10-22,San Jose Sharks,2,Tampa Bay Lightning,5,,
2009-10-23,Carolina Hurricanes,4,Colorado Avalanche,5,,
2009-10-23,Florida Panthers,2,Pittsburgh Penguins,3,SO,
2009-10-23,Minnesota Wild,1,St. Louis Blues,3,,
2009-10-24,Columbus Blue Jackets,6,Anaheim Ducks,4,,
2009-10-24,San Jose Sharks,4,Atlanta Thrashers,3,,
2009-10-24,Edmonton Oilers,2,Calgary Flames,5,,
2009-10-24,Nashville Predators,0,Chicago Blackhawks,2,,
2009-10-24,Detroit Red Wings,1,Colorado Avalanche,3,,
2009-10-24,Carolina Hurricanes,2,Minnesota Wild,3,OT,
2009-10-24,New York Rangers,4,Montreal Canadiens,5,OT,
2009-10-24,Washington Capitals,3,New York Islanders,2,OT,
2009-10-24,Boston Bruins,4,Ottawa Senators,3,SO,
2009-10-24,Florida Panthers,1,Philadelphia Flyers,5,,
2009-10-24,Los Angeles Kings,5,Phoenix Coyotes,3,,
2009-10-24,New Jersey Devils,4,Pittsburgh Penguins,1,,
2009-10-24,Dallas Stars,4,St. Louis Blues,1,,
2009-10-24,Buffalo Sabres,3,Tampa Bay Lightning,2,SO,
2009-10-24,Toronto Maple Leafs,1,Vancouver Canucks,3,,
2009-10-25,Columbus Blue Jackets,2,Los Angeles Kings,6,,
2009-10-25,San Jose Sharks,4,Philadelphia Flyers,1,,
2009-10-25,Edmonton Oilers,0,Vancouver Canucks,2,,
2009-10-26,Toronto Maple Leafs,6,Anaheim Ducks,3,,
2009-10-26,Minnesota Wild,1,Chicago Blackhawks,3,,
2009-10-26,New York Islanders,2,Montreal Canadiens,3,OT,
2009-10-26,Phoenix Coyotes,2,New York Rangers,5,,
2009-10-27,Colorado Avalanche,3,Edmonton Oilers,0,,
2009-10-27,Detroit Red Wings,5,Vancouver Canucks,4,,
2009-10-27,Philadelphia Flyers,2,Washington Capitals,4,,
2009-10-28,St. Louis Blues,5,Carolina Hurricanes,2,,
2009-10-28,Phoenix Coyotes,4,Columbus Blue Jackets,1,,
2009-10-28,Colorado Avalanche,3,Calgary Flames,2,,
2009-10-28,Toronto Maple Leafs,3,Dallas Stars,4,OT,
2009-10-28,Ottawa Senators,4,Florida Panthers,3,,
2009-10-28,Nashville Predators,4,Minnesota Wild,3,,
2009-10-28,Buffalo Sabres,4,New Jersey Devils,1,,
2009-10-28,New York Rangers,1,New York Islanders,3,,
2009-10-28,Montreal Canadiens,1,Pittsburgh Penguins,6,,
2009-10-28,Los Angeles Kings,1,San Jose Sharks,2,SO,
2009-10-29,Washington Capitals,4,Atlanta Thrashers,3,,
2009-10-29,New Jersey Devils,2,Boston Bruins,1,,
2009-10-29,Detroit Red Wings,5,Edmonton Oilers,6,SO,
2009-10-29,Vancouver Canucks,2,Los Angeles Kings,1,SO,
2009-10-29,Chicago Blackhawks,0,Nashville Predators,2,,
2009-10-29,Phoenix Coyotes,2,St. Louis Blues,0,,
2009-10-29,Ottawa Senators,2,Tampa Bay Lightning,5,,
2009-10-30,Vancouver Canucks,2,Anaheim Ducks,7,,
2009-10-30,Toronto Maple Leafs,2,Buffalo Sabres,3,OT,
2009-10-30,Pittsburgh Penguins,4,Columbus Blue Jackets,3,SO,
2009-10-30,Montreal Canadiens,2,Chicago Blackhawks,3,,
2009-10-30,Florida Panthers,6,Dallas Stars,5,SO,
2009-10-30,New York Rangers,2,Minnesota Wild,3,,
2009-10-30,Colorado Avalanche,1,San Jose Sharks,3,,
2009-10-30,New York Islanders,4,Washington Capitals,3,OT,
2009-10-31,Edmonton Oilers,0,Boston Bruins,2,,
2009-10-31,Detroit Red Wings,3,Calgary Flames,1,,
2009-10-31,Toronto Maple Leafs,4,Montreal Canadiens,5,SO,
2009-10-31,Dallas Stars,2,Nashville Predators,4,,
2009-10-31,Buffalo Sabres,0,New York Islanders,5,,
2009-10-31,Atlanta Thrashers,3,Ottawa Senators,1,,
2009-10-31,Carolina Hurricanes,1,Philadelphia Flyers,6,,
2009-10-31,Anaheim Ducks,2,Phoenix Coyotes,3,SO,
2009-10-31,Minnesota Wild,2,Pittsburgh Penguins,1,,
2009-10-31,Florida Panthers,4,St. Louis Blues,0,,
2009-10-31,New Jersey Devils,2,Tampa Bay Lightning,1,SO,
2009-11-01,San Jose Sharks,5,Carolina Hurricanes,1,,
2009-11-01,Boston Bruins,0,New York Rangers,1,,
2009-11-01,Colorado Avalanche,0,Vancouver Canucks,3,,
2009-11-01,Columbus Blue Jackets,5,Washington Capitals,4,OT,
2009-11-02,Edmonton Oilers,1,New York Islanders,3,,
2009-11-02,Tampa Bay Lightning,2,Philadelphia Flyers,6,,
2009-11-02,Los Angeles Kings,5,Phoenix Coyotes,3,,
2009-11-03,Pittsburgh Penguins,4,Anaheim Ducks,3,,
2009-11-03,Boston Bruins,0,Detroit Red Wings,2,,
2009-11-03,Atlanta Thrashers,5,Montreal Canadiens,4,,
2009-11-03,Tampa Bay Lightning,2,Toronto Maple Leafs,1,OT,
2009-11-03,New York Rangers,1,Vancouver Canucks,4,,
2009-11-04,New York Islanders,0,Buffalo Sabres,3,,
2009-11-04,San Jose Sharks,3,Columbus Blue Jackets,2,SO,
2009-11-04,Phoenix Coyotes,1,Colorado Avalanche,4,,
2009-11-04,Calgary Flames,3,Dallas Stars,2,OT,
2009-11-04,Carolina Hurricanes,0,Florida Panthers,3,,
2009-11-04,Washington Capitals,2,New Jersey Devils,3,,
2009-11-05,Nashville Predators,0,Anaheim Ducks,4,,
2009-11-05,Columbus Blue Jackets,4,Atlanta Thrashers,3,,
2009-11-05,Montreal Canadiens,2,Boston Bruins,1,SO,
2009-11-05,San Jose Sharks,1,Detroit Red Wings,2,SO,
2009-11-05,New York Rangers,4,Edmonton Oilers,2,,
2009-11-05,Pittsburgh Penguins,2,Los Angeles Kings,5,,
2009-11-05,Vancouver Canucks,5,Minnesota Wild,2,,
2009-11-05,Tampa Bay Lightning,2,Ottawa Senators,3,OT,
2009-11-05,Chicago Blackhawks,1,Phoenix Coyotes,3,,
2009-11-05,Calgary Flames,2,St. Louis Blues,1,OT,
2009-11-06,Philadelphia Flyers,5,Buffalo Sabres,2,,
2009-11-06,Toronto Maple Leafs,3,Carolina Hurricanes,2,,
2009-11-06,Chicago Blackhawks,3,Colorado Avalanche,4,SO,
2009-11-06,Vancouver Canucks,1,Dallas Stars,2,,
2009-11-06,Washington Capitals,4,Florida Panthers,1,,
2009-11-06,New York Islanders,1,New Jersey Devils,2,,
2009-11-07,Phoenix Coyotes,3,Anaheim Ducks,4,,
2009-11-07,Buffalo Sabres,2,Boston Bruins,4,,
2009-11-07,Carolina Hurricanes,2,Columbus Blue Jackets,3,,
2009-11-07,New York Rangers,1,Calgary Flames,3,,
2009-11-07,Nashville Predators,3,Los Angeles Kings,1,,
2009-11-07,Dallas Stars,2,Minnesota Wild,3,,
2009-11-07,Tampa Bay Lightning,3,Montreal Canadiens,1,,
2009-11-07,Atlanta Thrashers,3,New York Islanders,6,,
2009-11-07,New Jersey Devils,3,Ottawa Senators,2,,
2009-11-07,St. Louis Blues,1,Philadelphia Flyers,2,SO,
2009-11-07,Pittsburgh Penguins,0,San Jose Sharks,5,,
2009-11-07,Detroit Red Wings,1,Toronto Maple Leafs,5,,
2009-11-07,Florida Panthers,4,Washington Capitals,7,,
2009-11-08,St. Louis Blues,2,Atlanta Thrashers,3,SO,
2009-11-08,Edmonton Oilers,5,Colorado Avalanche,3,,
2009-11-09,Los Angeles Kings,1,Chicago Blackhawks,4,,
2009-11-10,Pittsburgh Penguins,0,Boston Bruins,3,,
2009-11-10,Calgary Flames,1,Montreal Canadiens,0,,
2009-11-10,Edmonton Oilers,3,Ottawa Senators,4,SO,
2009-11-10,Nashville Predators,3,San Jose Sharks,4,,
2009-11-10,Vancouver Canucks,1,St. Louis Blues,6,,
2009-11-10,Minnesota Wild,5,Toronto Maple Leafs,2,,
2009-11-11,Edmonton Oilers,1,Buffalo Sabres,3,,
2009-11-11,Los Angeles Kings,5,Carolina Hurricanes,2,,
2009-11-11,Detroit Red Wings,9,Columbus Blue Jackets,1,,
2009-11-11,Colorado Avalanche,2,Chicago Blackhawks,3,SO,
2009-11-11,Anaheim Ducks,1,New Jersey Devils,3,,
2009-11-11,New York Islanders,4,Washington Capitals,5,SO,
2009-11-12,Florida Panthers,1,Boston Bruins,0,SO,
2009-11-12,Vancouver Canucks,1,Detroit Red Wings,3,,
2009-11-12,Atlanta Thrashers,5,New York Rangers,3,,
2009-11-12,Ottawa Senators,1,Philadelphia Flyers,5,,
2009-11-12,Montreal Canadiens,4,Phoenix Coyotes,2,,
2009-11-12,New Jersey Devils,4,Pittsburgh Penguins,1,,
2009-11-12,Dallas Stars,3,San Jose Sharks,2,SO,
2009-11-12,Nashville Predators,3,St. Louis Blues,1,,
2009-11-12,Minnesota Wild,3,Tampa Bay Lightning,4,SO,
2009-11-13,Los Angeles Kings,0,Atlanta Thrashers,7,,
2009-11-13,Calgary Flames,1,Buffalo Sabres,2,SO,
2009-11-13,New York Islanders,4,Carolina Hurricanes,3,OT,
2009-11-13,Anaheim Ducks,2,Columbus Blue Jackets,3,SO,
2009-11-13,Toronto Maple Leafs,2,Chicago Blackhawks,3,,
2009-11-13,Minnesota Wild,1,Washington Capitals,3,,
2009-11-14,Vancouver Canucks,8,Colorado Avalanche,2,,
2009-11-14,Anaheim Ducks,4,Detroit Red Wings,7,,
2009-11-14,New York Islanders,4,Florida Panthers,5,SO,
2009-11-14,Washington Capitals,2,New Jersey Devils,5,,
2009-11-14,Montreal Canadiens,0,Nashville Predators,2,,
2009-11-14,New York Rangers,2,Ottawa Senators,1,SO,
2009-11-14,Buffalo Sabres,3,Philadelphia Flyers,2,,
2009-11-14,Dallas Stars,2,Phoenix Coyotes,3,,
2009-11-14,Boston Bruins,5,Pittsburgh Penguins,6,OT,
2009-11-14,San Jose Sharks,3,St. Louis Blues,1,,
2009-11-14,Los Angeles Kings,2,Tampa Bay Lightning,1,SO,
2009-11-14,Calgary Flames,5,Toronto Maple Leafs,2,,
2009-11-15,Edmonton Oilers,2,Atlanta Thrashers,3,,
2009-11-15,Minnesota Wild,4,Carolina Hurricanes,5,SO,
2009-11-15,San Jose Sharks,3,Chicago Blackhawks,4,OT,
2009-11-16,New York Islanders,4,Boston Bruins,1,,
2009-11-16,Edmonton Oilers,2,Columbus Blue Jackets,3,SO,
2009-11-16,Los Angeles Kings,4,Florida Panthers,3,SO,
2009-11-16,New Jersey Devils,2,Philadelphia Flyers,3,,
2009-11-16,Tampa Bay Lightning,4,Phoenix Coyotes,1,,
2009-11-16,Anaheim Ducks,2,Pittsburgh Penguins,5,,
2009-11-17,Colorado Avalanche,3,Calgary Flames,2,,
2009-11-17,Carolina Hurricanes,2,Montreal Canadiens,3,SO,
2009-11-17,San Jose Sharks,3,Nashville Predators,4,,
2009-11-17,Washington Capitals,4,New York Rangers,2,,
2009-11-17,Toronto Maple Leafs,2,Ottawa Senators,3,,
2009-11-18,Florida Panthers,6,Buffalo Sabres,2,,
2009-11-18,Dallas Stars,3,Detroit Red Wings,1,,
2009-11-18,Colorado Avalanche,4,Edmonton Oilers,6,,
2009-11-18,Philadelphia Flyers,3,Los Angeles Kings,2,,
2009-11-18,Phoenix Coyotes,3,Minnesota Wild,2,,
2009-11-19,Tampa Bay Lightning,3,Anaheim Ducks,4,OT,
2009-11-19,Boston Bruins,4,Atlanta Thrashers,3,SO,
2009-11-19,Toronto Maple Leafs,5,Carolina Hurricanes,6,SO,
2009-11-19,Chicago Blackhawks,7,Calgary Flames,1,,
2009-11-19,Columbus Blue Jackets,4,Dallas Stars,1,,
2009-11-19,New Jersey Devils,2,Nashville Predators,3,SO,
2009-11-19,Pittsburgh Penguins,2,Ottawa Senators,6,,
2009-11-19,Phoenix Coyotes,2,St. Louis Blues,3,OT,
2009-11-20,Boston Bruins,2,Buffalo Sabres,1,OT,
2009-11-20,Florida Panthers,2,Detroit Red Wings,1,OT,
2009-11-20,New York Islanders,2,Minnesota Wild,3,,
2009-11-20,Philadelphia Flyers,3,San Jose Sharks,6,,
2009-11-20,Colorado Avalanche,2,Vancouver Canucks,5,,
2009-11-20,Montreal Canadiens,3,Washington Capitals,2,,
2009-11-21,San Jose Sharks,3,Anaheim Ducks,2,,
2009-11-21,Pittsburgh Penguins,3,Atlanta Thrashers,2,,
2009-11-21,Tampa Bay Lightning,1,Carolina Hurricanes,3,,
2009-11-21,New Jersey Devils,3,Dallas Stars,5,,
2009-11-21,Chicago Blackhawks,5,Edmonton Oilers,2,,
2009-11-21,Calgary Flames,5,Los Angeles Kings,2,,
2009-11-21,Detroit Red Wings,3,Montreal Canadiens,2,SO,
2009-11-21,Columbus Blue Jackets,3,Nashville Predators,4,SO,
2009-11-21,Florida Panthers,3,New York Rangers,2,,
2009-11-21,Buffalo Sabres,3,Ottawa Senators,5,,
2009-11-21,Philadelphia Flyers,1,Phoenix Coyotes,3,,
2009-11-21,New York Islanders,1,St. Louis Blues,4,,
2009-11-21,Washington Capitals,1,Toronto Maple Leafs,2,SO,
2009-11-22,Tampa Bay Lightning,4,Atlanta Thrashers,3,OT,
2009-11-22,Chicago Blackhawks,1,Vancouver Canucks,0,,
2009-11-23,Calgary Flames,2,Anaheim Ducks,3,SO,
2009-11-23,Philadelphia Flyers,4,Colorado Avalanche,5,,
2009-11-23,Carolina Hurricanes,0,Dallas Stars,2,,
2009-11-23,Phoenix Coyotes,0,Edmonton Oilers,4,,
2009-11-23,Pittsburgh Penguins,3,Florida Panthers,2,OT,
2009-11-23,Detroit Red Wings,1,Nashville Predators,3,,
2009-11-23,Columbus Blue Jackets,4,New York Rangers,7,,
2009-11-23,Washington Capitals,3,Ottawa Senators,4,OT,
2009-11-23,Boston Bruins,4,St. Louis Blues,2,,
2009-11-23,New York Islanders,4,Toronto Maple Leafs,3,OT,
2009-11-24,Columbus Blue Jackets,3,Montreal Canadiens,5,,
2009-11-25,Carolina Hurricanes,2,Anaheim Ducks,3,,
2009-11-25,Phoenix Coyotes,1,Calgary Flames,2,,
2009-11-25,Nashville Predators,4,Colorado Avalanche,3,OT,
2009-11-25,St. Louis Blues,4,Dallas Stars,3,SO,
2009-11-25,Atlanta Thrashers,2,Detroit Red Wings,0,,
2009-11-25,Los Angeles Kings,3,Edmonton Oilers,1,,
2009-11-25,New York Rangers,2,Florida Panthers,1,SO,
2009-11-25,Boston Bruins,2,Minnesota Wild,1,SO,
2009-11-25,Ottawa Senators,1,New Jersey Devils,3,,
2009-11-25,Philadelphia Flyers,2,New York Islanders,1,,
2009-11-25,Montreal Canadiens,1,Pittsburgh Penguins,3,,
2009-11-25,Chicago Blackhawks,7,San Jose Sharks,2,,
2009-11-25,Toronto Maple Leafs,4,Tampa Bay Lightning,3,,
2009-11-25,Buffalo Sabres,0,Washington Capitals,2,,
2009-11-26,Columbus Blue Jackets,1,Ottawa Senators,2,,
2009-11-26,Los Angeles Kings,1,Vancouver Canucks,4,,
2009-11-27,Chicago Blackhawks,0,Anaheim Ducks,3,,
2009-11-27,New Jersey Devils,2,Boston Bruins,1,SO,
2009-11-27,Atlanta Thrashers,6,Carolina Hurricanes,4,,
2009-11-27,Calgary Flames,3,Detroit Red Wings,0,,
2009-11-27,San Jose Sharks,5,Edmonton Oilers,4,SO,
2009-11-27,Toronto Maple Leafs,6,Florida Panthers,4,,
2009-11-27,Colorado Avalanche,3,Minnesota Wild,5,,
2009-11-27,St. Louis Blues,3,Nashville Predators,1,,
2009-11-27,Pittsburgh Penguins,2,New York Islanders,3,,
2009-11-27,Buffalo Sabres,4,Philadelphia Flyers,2,,
2009-11-27,Dallas Stars,2,Phoenix Coyotes,5,,
2009-11-27,New York Rangers,1,Tampa Bay Lightning,5,,
2009-11-28,Philadelphia Flyers,0,Atlanta Thrashers,1,,
2009-11-28,Ottawa Senators,3,Boston Bruins,4,SO,
2009-11-28,Carolina Hurricanes,1,Buffalo Sabres,5,,
2009-11-28,Calgary Flames,4,Columbus Blue Jackets,3,SO,
2009-11-28,Minnesota Wild,3,Colorado Avalanche,2,SO,
2009-11-28,Tampa Bay Lightning,3,Dallas Stars,4,OT,
2009-11-28,Chicago Blackhawks,1,Los Angeles Kings,2,SO,
2009-11-28,Washington Capitals,4,Montreal Canadiens,3,SO,
2009-11-28,New York Islanders,1,New Jersey Devils,6,,
2009-11-28,Florida Panthers,1,Nashville Predators,4,,
2009-11-28,New York Rangers,3,Pittsburgh Penguins,8,,
2009-11-28,Detroit Red Wings,4,St. Louis Blues,3,SO,
2009-11-28,Edmonton Oilers,3,Vancouver Canucks,7,,
2009-11-29,Phoenix Coyotes,3,Anaheim Ducks,2,OT,
2009-11-29,San Jose Sharks,4,Vancouver Canucks,2,,
2009-11-30,Florida Panthers,3,Atlanta Thrashers,4,,
2009-11-30,Washington Capitals,3,Carolina Hurricanes,2,,
2009-11-30,St. Louis Blues,2,Columbus Blue Jackets,5,,
2009-11-30,Dallas Stars,1,Detroit Red Wings,4,,
2009-11-30,Calgary Flames,5,Nashville Predators,0,,
2009-11-30,Pittsburgh Penguins,5,New York Rangers,2,,
2009-11-30,Colorado Avalanche,3,Tampa Bay Lightning,0,,
2009-11-30,Buffalo Sabres,3,Toronto Maple Leafs,0,,
2009-12-01,Los Angeles Kings,4,Anaheim Ducks,3,,
2009-12-01,Columbus Blue Jackets,3,Chicago Blackhawks,4,SO,
2009-12-01,Toronto Maple Leafs,3,Montreal Canadiens,0,,
2009-12-01,Ottawa Senators,2,San Jose Sharks,5,,
2009-12-02,Tampa Bay Lightning,1,Boston Bruins,4,,
2009-12-02,Colorado Avalanche,5,Florida Panthers,6,SO,
2009-12-02,Nashville Predators,4,Minnesota Wild,5,OT,
2009-12-02,Vancouver Canucks,5,New Jersey Devils,2,,
2009-12-03,New York Islanders,4,Atlanta Thrashers,1,,
2009-12-03,Montreal Canadiens,2,Buffalo Sabres,6,,
2009-12-03,Toronto Maple Leafs,6,Columbus Blue Jackets,3,,
2009-12-03,Anaheim Ducks,1,Dallas Stars,3,,
2009-12-03,Edmonton Oilers,4,Detroit Red Wings,1,,
2009-12-03,Ottawa Senators,3,Los Angeles Kings,6,,
2009-12-03,Vancouver Canucks,3,Philadelphia Flyers,0,,
2009-12-03,Calgary Flames,1,Phoenix Coyotes,2,,
2009-12-03,Colorado Avalanche,1,Pittsburgh Penguins,4,,
2009-12-03,St. Louis Blues,3,San Jose Sharks,2,SO,
2009-12-03,Florida Panthers,2,Washington Capitals,6,,
2009-12-04,Nashville Predators,4,Chicago Blackhawks,1,,
2009-12-04,Anaheim Ducks,4,Minnesota Wild,5,SO,
2009-12-04,Boston Bruins,1,Montreal Canadiens,5,,
2009-12-04,Tampa Bay Lightning,2,New Jersey Devils,3,,
2009-12-05,Toronto Maple Leafs,2,Boston Bruins,7,,
2009-12-05,New York Rangers,2,Buffalo Sabres,1,,
2009-12-05,Vancouver Canucks,3,Carolina Hurricanes,5,,
2009-12-05,Colorado Avalanche,3,Columbus Blue Jackets,2,,
2009-12-05,Edmonton Oilers,3,Dallas Stars,2,SO,
2009-12-05,Atlanta Thrashers,2,Florida Panthers,1,SO,
2009-12-05,St. Louis Blues,5,Los Angeles Kings,4,SO,
2009-12-05,Detroit Red Wings,3,New Jersey Devils,4,SO,
2009-12-05,Minnesota Wild,5,Nashville Predators,3,,
2009-12-05,Washington Capitals,8,Philadelphia Flyers,2,,
2009-12-05,Ottawa Senators,2,Phoenix Coyotes,3,,
2009-12-05,Chicago Blackhawks,2,Pittsburgh Penguins,1,OT,
